AgriPulse_India_2000_2026,,,,,,,,,,
,,,,,,,,,,
ID,State_Region,YEAR,CROP-TYPE,SOIL_TYPE,SOIL_PH,FERTILIZER(KG/HA),PESTICIDE(KG/HA),AVG_YIELD,TEMP,RAIN
1577,Odisha,2010,Rice,Red_Yellow,6.3,158,2.1,48.5,27.1,1415
1578,Chhattisgarh,2011,Soybean,Red_Soil,6.2,148,2,30.2,18.7,765
1579,Telangana,2012,Cotton,Black_Soil,7.6,172,2.4,33.2,30.1,485
1580,Uttarakhand,2013,Basmati_Rice,Loamy_Soil,6.6,182,2.6,47.8,24.4,1155
1581,Jharkhand,2014,Pulses,Red_Soil,6.3,122,1.5,23.5,26.8,1325
1582,Punjab,2015,Mustard,Alluvial_Soil,7.2,165,2.3,36.2,22.1,935
1583,Gujarat,2016,Castor,Sandy_Loam,7.5,152,2.1,41.8,20.2,1545
1584,Haryana,2017,Wheat,Alluvial_Soil,7.3,235,3.5,71.8,28.5,645
1585,UP,2018,Sugarcane,Alluvial_Loam,6.9,282,4.7,972,25.9,1075
1586,WB,2019,Rice,Clayey_Alluvial,5.9,178,2.7,60.5,23.4,1425
1587,Maharashtra,2020,Cotton,Deep_Black,7.7,162,2.3,35.2,31.6,375
1588,MP,2021,Soybean,Medium_Black,7.4,155,2.2,29.5,19.8,1275
1589,Rajasthan,2022,Wheat,Sandy_Loam,7.8,135,1.9,48.5,27.3,885
1590,Karnataka,2023,Maize,Red_Loamy,6.5,185,2.8,54.5,24.6,1205
1591,AP,2024,Cotton,Black_Soil,7.6,162,2.4,34.5,22.9,945
1592,TN,2025,Banana,Alluvial_Loam,6.7,222,3.4,485,28.2,565
1593,Kerala,2026,Pepper,Red_Loam,5.5,102,1.4,19.5,21.5,1475
1594,Bihar,2000,Tobacco,Calcareous_Alluvial,7,145,2.1,37.5,25.1,1055
1595,Assam,2001,Rubber,Forest_Soil,5.4,122,1.7,29.5,23.6,1305
1596,HP,2002,Potato,Mountain_Soil,5.9,202,3.3,325,23.8,1340
1597,J_K,2003,Saffron,Karewa_Soil,7.8,82,1.2,0.23,25.1,920
1598,Odisha,2004,Groundnut,Red_Soil,6.8,145,2.3,38.5,27.4,810
1599,Telangana,2005,Turmeric,Red_Loamy,6.9,195,3.2,92,21.9,1500
1600,Chhattisgarh,2006,Rice,Red_Yellow_Soil,6.3,172,2.5,57.8,28.1,700
1601,Punjab,2007,Wheat,Alluvial_Soil,7.2,215,3.3,68.8,25.8,1120
1602,Haryana,2008,Rice,Alluvial_Soil,7.1,202,3,58.8,30.5,480
1603,UP,2009,Sugarcane,Alluvial_Loam,6.8,272,4.4,948,19.8,980
1604,Maharashtra,2010,Cotton,Black_Regur,7.8,145,2.5,30.8,23.5,1420
1605,Gujarat,2011,Groundnut,Sandy_Loam,7.4,128,1.8,35.8,27.4,810
1606,Karnataka,2012,Maize,Red_Loam,6.4,168,2.4,52.8,24.2,1300
1607,AP,2013,Rice,Coastal_Alluvial,6.6,195,3,48.8,28.7,640
1608,TN,2014,Coconut,Coastal_Sandy,6.7,115,1.5,188,20.6,920
1609,Kerala,2015,Rubber,Laterite_Soil,5.1,98,1.3,30.2,25.1,1150
1610,MP,2016,Soybean,Medium_Black,7.5,155,2,27.8,26.9,780
1611,Rajasthan,2017,Wheat,Sandy_Loam,7.9,122,1.7,41,22.8,1550
1612,Bihar,2018,Maize,Alluvial_Loam,7.1,165,2.3,61.2,31.5,400
1613,Assam,2019,Jute,Alluvial_Clay,5.8,108,1.9,35.8,18.7,1050
1614,HP,2020,Apple,Mountain_Soil,6,188,3.7,182,24.8,1250
1615,Odisha,2021,Rice,Red_Yellow,6.3,148,2.4,45.2,26.3,890
1616,Telangana,2022,Turmeric,Black_Soil,7.5,178,2.8,76.2,29.1,550
1617,Punjab,2023,Mustard,Alluvial_Soil,7.3,158,2.1,33.2,21.4,1600
1618,Haryana,2024,Wheat,Alluvial_Soil,7.2,225,3.5,68,23.9,1380
1619,UP,2025,Potato,Alluvial_Loam,6.9,258,4.2,345,27.6,720
1620,Maharashtra,2026,Jowar,Regur_Soil,7.7,98,1.4,24.8,25.4,1100
1621,Karnataka,2000,Tobacco,Red_Loamy,6.5,175,2.4,28.2,30.2,450
1622,WB,2001,Tea,Acidic_Alluvial,5.3,195,3,39.2,19.5,950
1623,AP,2002,Chillies,Black_Soil,7.6,165,2.3,32.2,28.3,600
1624,Kerala,2003,Pepper,Red_Loam,5.5,88,1.2,16.8,22.1,1450
1625,Bihar,2004,Gram,Alluvial_Soil,7.1,125,1.8,25.2,26.8,850
1626,Assam,2005,Rubber,Forest_Soil,5.4,115,1.6,24.2,24.5,1200
1627,HP,2006,Potato,Mountain_Soil,5.9,192,3.4,292,23.7,1310
1628,J_K,2007,Saffron,Karewa_Soil,7.8,68,1,0.21,25.6,1030
1629,Odisha,2008,Sugarcane,Coastal_Alluvial,6.8,215,3.8,842,21.1,1460
1630,Telangana,2009,Soybean,Black_Soil,7.4,145,2.2,25.2,28.5,560
1631,Chhattisgarh,2010,Pulses,Red_Yellow_Soil,6.1,118,1.7,20.2,22.9,950
1632,Jharkhand,2011,Potato,Red_Loamy,6.4,168,2.4,258,24.3,1180
1633,Punjab,2012,Rice,Alluvial_Soil,7.2,238,3.7,64.2,27.4,860
1634,Haryana,2013,Mustard,Sandy_Loam,7.6,168,2.5,35,19.6,1250
1635,Rajasthan,2014,Bajra,Sandy_Desert,8.3,88,1.3,22.2,31.7,390
1636,UP,2015,Wheat,Alluvial_Soil,7.1,248,3.9,71.2,23.2,1400
1637,Gujarat,2016,Cotton,Black_Soil,7.8,155,2,33.2,25.9,1070
1638,Maharashtra,2017,Sugarcane,Deep_Black,7.9,268,4.3,972,28.1,630
1639,Karnataka,2018,Tobacco,Red_Loamy,6.6,185,2.7,31.2,20.7,1520
1640,WB,2019,Jute,New_Alluvial,6.3,135,2,45.8,22.4,910
1641,TN,2020,Groundnut,Coastal_Sandy,6.8,145,1.9,36.2,26.8,1300
1642,Bihar,2021,Maize,Alluvial_Loam,7.1,168,2.5,65.2,24.1,1120
1643,Kerala,2022,Cardamom,Forest_Soil,5.2,65,1.1,8.2,30.6,460
1644,Assam,2023,Rice,Alluvial_Clay,5.7,152,2.3,47.2,18.9,740
1645,HP,2024,Wheat,Alluvial_Soil,7.2,175,2.6,56.2,27.7,1430
1646,AP,2025,Cotton,Black_Soil,7.6,155,2.2,32.8,25.3,990
1647,Odisha,2026,Rice,Red_Yellow,6.3,162,2.4,49.8,29.9,1210
1648,Telangana,2000,Turmeric,Black_Soil,7.4,198,3.1,79.2,21.5,880
1649,Punjab,2001,Wheat,Alluvial_Soil,7.3,235,3.8,74.2,23.8,1550
1650,Haryana,2002,Rice,Alluvial_Soil,7.1,225,3.4,65.2,26.2,650
1651,Rajasthan,2003,Mustard,Sandy_Arid,7.8,152,2,40.2,24.6,1020
1652,UP,2004,Sugarcane,Alluvial_Soil,6.8,265,4.6,998,31.4,490
1653,Gujarat,2005,Castor,Sandy_Loam,7.6,142,1.8,45.2,19.4,1150
1654,Maharashtra,2006,Cotton,Black_Regur,7.9,165,2.1,35.2,22.2,1480
1655,Karnataka,2007,Maize,Red_Loam,6.4,178,2.7,62.5,28.8,770
1656,WB,2008,Jute,New_Alluvial,6.3,145,2,49.8,25.7,1340
1657,TN,2009,Coconut,Coastal_Sandy,6.7,135,1.7,218,30.2,590
1658,Bihar,2010,Maize,Alluvial_Loam,7.1,175,2.5,70.5,20.1,960
1659,Kerala,2011,Coffee,Laterite_Soil,5.4,115,1.6,23.8,24.8,1190
1660,HP,2012,Apple,Mountain_Soil,6.1,205,3.2,208,27.9,720
1661,Assam,2013,Rice,Alluvial_Clay,5.8,155,2.3,50.8,21.4,1570
1662,Punjab,2014,Rice,Alluvial_Soil,7.1,245,3.9,68.2,32.5,380
1663,Haryana,2015,Cotton,Sandy_Loam,7.7,165,2.5,40.8,17.5,1080
1664,Rajasthan,2016,Guar,Sandy_Desert,8.4,92,1.4,28.2,23.6,1280
1665,UP,2017,Wheat,Alluvial_Soil,7.1,255,4.1,74.5,25.1,920
1666,Gujarat,2018,Groundnut,Sandy_Loam,7.3,152,2.1,42.2,28.6,510
1667,Maharashtra,2019,Sugarcane,Deep_Black,7.9,275,4.8,975,19.9,1620
1668,MP,2020,Gram,Black_Soil,7.5,145,2,32.2,22.7,1320
1669,WB,2021,Jute,Deltaic_Alluvial,6.3,148,1.9,44.2,26.4,750
1670,AP,2022,Chillies,Black_Soil,7.5,168,2.5,35.8,24.9,1150
1671,Karnataka,2023,Ragi,Red_Loamy,6.2,135,1.8,41.8,31.8,430
1672,TN,2024,Coconut,Coastal_Sandy,6.7,138,2,188,18.2,1020
1673,Kerala,2025,Tea,Laterite_Soil,5.2,205,3.3,43.8,29.5,580
1674,Bihar,2026,Maize,Alluvial_Soil,7,155,2.4,48.2,20.8,1420
1675,Assam,2000,Tea,Acidic_Alluvial,4.9,215,3.6,39.8,27.2,840
1676,HP,2001,Apple,Mountain_Soil,6,208,3.4,182,25.5,1100
1677,Odisha,2002,Rice,Red_Yellow,6.3,165,2.3,50.5,23.1,1520
1678,Chhattisgarh,2003,Soybean,Red_Soil,6.2,152,2.1,30.8,31.2,420
1679,Telangana,2004,Cotton,Black_Soil,7.6,175,2.5,33.8,18.5,1020
1680,Uttarakhand,2005,Basmati_Rice,Loamy_Soil,6.6,185,2.7,48.5,24.4,1260
1681,Jharkhand,2006,Pulses,Red_Soil,6.3,125,1.6,24.2,26.1,880
1682,Punjab,2007,Mustard,Alluvial_Soil,7.2,168,2.4,36.8,21.2,1580
1683,Gujarat,2008,Castor,Sandy_Loam,7.5,155,2.2,42.5,28.4,680
1684,Haryana,2009,Wheat,Alluvial_Soil,7.3,238,3.6,72.5,25.9,1080
1685,UP,2010,Sugarcane,Alluvial_Loam,6.9,285,4.8,978,30.8,460
1686,WB,2011,Rice,Clayey_Alluvial,5.9,182,2.8,61.2,19.1,1000
1687,Maharashtra,2012,Cotton,Deep_Black,7.7,165,2.4,35.8,22.5,1400
1688,MP,2013,Soybean,Medium_Black,7.4,158,2.3,30.2,26.7,830
1689,Rajasthan,2014,Wheat,Sandy_Loam,7.8,138,2,49.2,24.1,1350
1690,Karnataka,2015,Maize,Red_Loamy,6.5,188,2.9,55.2,29.4,620
1691,AP,2016,Cotton,Black_Soil,7.6,165,2.5,35.2,20.3,940
1692,TN,2017,Banana,Alluvial_Loam,6.7,225,3.5,492,25.6,1180
1693,Kerala,2018,Pepper,Red_Loam,5.5,105,1.5,20.2,27.2,790
1694,Bihar,2019,Tobacco,Calcareous_Alluvial,7,148,2.2,38.2,23.4,1480
1695,Assam,2020,Rubber,Forest_Soil,5.4,125,1.8,30.2,24.5,1150
1696,HP,2021,Potato,Mountain_Soil,5.9,205,3.4,332,26.8,840
1697,J_K,2022,Saffron,Karewa_Soil,7.8,85,1.3,0.24,22.1,1420
1698,Odisha,2023,Groundnut,Red_Soil,6.8,148,2.4,39.2,28.3,590
1699,Telangana,2024,Turmeric,Red_Loamy,6.9,198,3.3,94,19.5,1020
1700,Chhattisgarh,2025,Rice,Red_Yellow_Soil,6.3,175,2.6,58.5,30.2,430
1701,Punjab,2026,Wheat,Alluvial_Soil,7.2,210,3.2,67.8,25.4,1160
1702,Haryana,2000,Rice,Alluvial_Soil,7.1,195,2.8,56.5,27.6,750
1703,UP,2001,Sugarcane,Alluvial_Loam,6.8,265,4.2,932,23.9,1320
1704,Maharashtra,2002,Cotton,Black_Regur,7.8,138,2.3,29.2,21.4,1620
1705,Gujarat,2003,Groundnut,Sandy_Loam,7.4,122,1.6,34.2,29.1,510
1706,Karnataka,2004,Maize,Red_Loam,6.4,162,2.2,51.5,26.3,920
1707,AP,2005,Rice,Coastal_Alluvial,6.6,188,2.8,47.5,24.8,1280
1708,TN,2006,Coconut,Coastal_Sandy,6.7,108,1.3,182,18.7,1080
1709,Kerala,2007,Rubber,Laterite_Soil,5.1,92,1.1,28.5,31.5,380
1710,MP,2008,Soybean,Medium_Black,7.5,148,1.8,26.5,22.8,1570
1711,Rajasthan,2009,Wheat,Sandy_Loam,7.9,115,1.5,39.5,26.9,720
1712,Bihar,2010,Maize,Alluvial_Loam,7.1,158,2.1,59.2,25.1,1190
1713,Assam,2011,Jute,Alluvial_Clay,5.8,102,1.7,34.5,20.6,960
1714,HP,2012,Apple,Mountain_Soil,6,182,3.5,175,28.7,590
1715,Odisha,2013,Rice,Red_Yellow,6.3,142,2.2,43.5,24.2,1340
1716,Telangana,2014,Turmeric,Black_Soil,7.5,172,2.6,73.2,27.4,770
1717,Punjab,2015,Mustard,Alluvial_Soil,7.3,152,1.9,31.5,23.5,1480
1718,Haryana,2016,Wheat,Alluvial_Soil,7.2,218,3.3,66.8,19.8,1150
1719,UP,2017,Potato,Alluvial_Loam,6.9,252,4,335,30.5,490
1720,Maharashtra,2018,Jowar,Regur_Soil,7.7,92,1.2,23.5,25.8,1020
1721,Karnataka,2019,Tobacco,Red_Loamy,6.5,168,2.2,26.5,28.1,650
1722,WB,2020,Tea,Acidic_Alluvial,5.3,188,2.8,37.8,21.9,1550
1723,AP,2021,Chillies,Black_Soil,7.6,158,2.1,30.2,26.5,880
1724,Kerala,2022,Pepper,Red_Loam,5.5,82,1,15.5,24.7,1210
1725,Bihar,2023,Gram,Alluvial_Soil,7.1,118,1.6,23.5,17.9,1210
1726,Assam,2024,Rubber,Forest_Soil,5.4,108,1.4,22.5,32.1,460
1727,HP,2025,Potato,Mountain_Soil,5.9,185,3.2,285,23.4,1310
1728,J_K,2026,Saffron,Karewa_Soil,7.8,62,0.8,0.18,27.2,920
1729,Odisha,2000,Sugarcane,Coastal_Alluvial,6.8,208,3.6,835,25.6,910
1730,Telangana,2001,Soybean,Black_Soil,7.4,138,2,23.5,20.3,1520
1731,Chhattisgarh,2002,Pulses,Red_Yellow_Soil,6.1,112,1.5,18.2,29.4,630
1732,Jharkhand,2003,Potato,Red_Loamy,6.4,162,2.2,245,24.1,1070
1733,Punjab,2004,Rice,Alluvial_Soil,7.2,232,3.5,62.5,26.7,1400
1734,Haryana,2005,Mustard,Sandy_Loam,7.6,162,2.3,33.2,22.5,390
1735,Rajasthan,2006,Bajra,Sandy_Desert,8.3,82,1.1,20.5,19.1,1250
1736,UP,2007,Wheat,Alluvial_Soil,7.1,240,3.7,69.5,30.8,860
1737,Gujarat,2008,Cotton,Black_Soil,7.8,148,1.8,31.2,25.9,1180
1738,Maharashtra,2009,Sugarcane,Deep_Black,7.9,262,4.1,965,28.4,950
1739,Karnataka,2010,Tobacco,Red_Loamy,6.6,178,2.5,29.2,21.2,560
1740,WB,2011,Jute,New_Alluvial,6.3,128,1.8,44.5,26.1,1460
1741,TN,2012,Groundnut,Coastal_Sandy,6.8,138,1.7,34.5,24.4,1030
1742,Bihar,2013,Maize,Alluvial_Loam,7.1,162,2.3,63.8,18.5,1310
1743,Kerala,2014,Cardamom,Forest_Soil,5.2,58,0.9,7.2,31.2,1200
1744,Assam,2015,Rice,Alluvial_Clay,5.7,145,2.1,45.5,23.1,850
1745,HP,2016,Wheat,Alluvial_Soil,7.2,168,2.4,54.5,25.5,1450
1746,AP,2017,Cotton,Black_Soil,7.6,148,2,31.5,27.2,600
1747,Odisha,2018,Rice,Red_Yellow,6.3,155,2.2,48.5,20.8,950
1748,Telangana,2019,Turmeric,Black_Soil,7.4,192,2.9,77.5,29.5,450
1749,Punjab,2020,Wheat,Alluvial_Soil,7.3,228,3.6,72.5,18.2,1100
1750,Haryana,2021,Rice,Alluvial_Soil,7.1,218,3.2,63.5,31.8,720
1751,Rajasthan,2022,Mustard,Sandy_Arid,7.8,145,1.8,38.5,24.9,1380
1752,UP,2023,Sugarcane,Alluvial_Soil,6.8,258,4.4,995,26.4,1600
1753,Gujarat,2024,Castor,Sandy_Loam,7.6,135,1.6,43.5,22.7,550
1754,Maharashtra,2025,Cotton,Black_Regur,7.9,158,1.9,33.8,19.9,890
1755,Karnataka,2026,Maize,Red_Loam,6.4,172,2.5,60.5,28.6,1250
1756,WB,2000,Jute,New_Alluvial,6.3,138,1.8,48.5,25.1,1050
1757,TN,2001,Coconut,Coastal_Sandy,6.7,128,1.5,212,23.6,400
1758,Bihar,2002,Maize,Alluvial_Loam,7.1,168,2.3,68.8,17.5,1550
1759,Kerala,2003,Coffee,Laterite_Soil,5.4,108,1.4,22.5,32.5,780
1760,HP,2004,Apple,Mountain_Soil,6.1,198,3,205,21.4,1150
1761,Assam,2005,Rice,Alluvial_Clay,5.8,148,2.1,49.5,27.9,920
1762,Punjab,2006,Rice,Alluvial_Soil,7.1,238,3.7,66.8,24.8,640
1763,Haryana,2007,Cotton,Sandy_Loam,7.7,158,2.3,39.5,20.1,1300
1764,Rajasthan,2008,Guar,Sandy_Desert,8.4,85,1.2,26.5,30.2,810
1765,UP,2009,Wheat,Alluvial_Soil,7.1,248,3.9,72.8,25.7,1420
1766,Gujarat,2010,Groundnut,Sandy_Loam,7.3,145,1.9,40.5,28.8,1050
1767,Maharashtra,2011,Sugarcane,Deep_Black,7.9,268,4.6,968,22.2,480
1768,MP,2012,Gram,Black_Soil,7.5,138,1.8,30.5,19.4,1120
1769,WB,2013,Jute,Deltaic_Alluvial,6.3,142,1.7,42.5,31.4,700
1770,AP,2014,Chillies,Black_Soil,7.5,162,2.3,34.5,24.6,1500
1771,Karnataka,2015,Ragi,Red_Loamy,6.2,128,1.6,40.5,26.2,860
1772,TN,2016,Coconut,Coastal_Sandy,6.7,132,1.8,182,23.8,1220
1773,Kerala,2017,Tea,Laterite_Soil,5.2,198,3.1,42.5,21.5,1100
1774,Bihar,2018,Maize,Alluvial_Soil,7,148,2.2,46.5,29.9,350
1775,Assam,2019,Tea,Acidic_Alluvial,4.9,208,3.4,38.5,25.3,1480
1776,HP,2020,Apple,Mountain_Soil,6,202,3.2,178,27.7,790
1777,Odisha,2021,Rice,Red_Yellow,6.3,158,2.1,48.8,18.9,1180
1778,Chhattisgarh,2022,Soybean,Red_Soil,6.2,145,1.9,29.5,30.6,940
1779,Telangana,2023,Cotton,Black_Soil,7.6,172,2.4,33.5,24.1,620
1780,Uttarakhand,2024,Basmati_Rice,Loamy_Soil,6.6,182,2.6,47.1,26.8,1350
1781,Jharkhand,2025,Pulses,Red_Soil,6.3,122,1.5,22.5,22.4,830
1782,Punjab,2026,Mustard,Alluvial_Soil,7.2,165,2.3,35.5,20.7,1400
1783,Gujarat,2000,Castor,Sandy_Loam,7.5,152,2.1,41.2,28.1,1000
1784,Haryana,2001,Wheat,Alluvial_Soil,7.3,235,3.5,71.2,25.9,460
1785,UP,2002,Sugarcane,Alluvial_Loam,6.9,282,4.7,975,23.2,1080
1786,WB,2003,Rice,Clayey_Alluvial,5.9,178,2.7,60.8,31.7,680
1787,Maharashtra,2004,Cotton,Deep_Black,7.7,162,2.3,35.5,19.6,1580
1788,MP,2005,Soybean,Medium_Black,7.4,155,2.2,29.8,27.4,880
1789,Rajasthan,2006,Wheat,Sandy_Loam,7.8,135,1.9,48.8,24.3,1260
1790,Karnataka,2007,Maize,Red_Loamy,6.5,185,2.8,54.8,22.9,1020
1791,AP,2008,Cotton,Black_Soil,7.6,162,2.4,34.2,28.5,420
1792,TN,2009,Banana,Alluvial_Loam,6.7,222,3.4,488,21.1,1520
1793,Kerala,2010,Pepper,Red_Loam,5.5,102,1.4,19.8,25.6,1100
1794,Bihar,2011,Tobacco,Calcareous_Alluvial,7,145,2.1,37.8,23.7,840
1795,Assam,2012,Rubber,Forest_Soil,5.4,122,1.7,29.8,23.9,1345
1796,HP,2013,Potato,Mountain_Soil,5.9,202,3.3,328,25.4,1085
1797,J_K,2014,Saffron,Karewa_Soil,7.8,82,1.2,0.22,28.1,615
1798,Odisha,2015,Groundnut,Red_Soil,6.8,145,2.3,38.8,20.5,1495
1799,Telangana,2016,Turmeric,Red_Loamy,6.9,195,3.2,92.5,29.8,535
1800,Chhattisgarh,2017,Rice,Red_Yellow_Soil,6.3,172,2.5,58.2,18.2,1015
1801,Punjab,2018,Wheat,Alluvial_Soil,7.2,212,3.2,68.2,31.9,455
1802,Haryana,2019,Rice,Alluvial_Soil,7.1,198,2.9,57.8,24.1,1195
1803,UP,2020,Sugarcane,Alluvial_Loam,6.8,268,4.3,940,26.3,885
1804,Maharashtra,2021,Cotton,Black_Regur,7.8,142,2.4,30.5,22.1,1425
1805,Gujarat,2022,Groundnut,Sandy_Loam,7.4,125,1.7,34.8,29.3,575
1806,Karnataka,2023,Maize,Red_Loam,6.4,165,2.3,52.5,17.1,1055
1807,AP,2024,Rice,Coastal_Alluvial,6.6,192,2.9,48.5,33.5,365
1808,TN,2025,Coconut,Coastal_Sandy,6.7,112,1.4,185,21.6,1585
1809,Kerala,2026,Rubber,Laterite_Soil,5.1,95,1.2,29.2,27.2,725
1810,MP,2000,Soybean,Medium_Black,7.5,152,1.9,27.5,24.8,1175
1811,Rajasthan,2001,Wheat,Sandy_Loam,7.9,118,1.6,40.8,20.4,945
1812,Bihar,2002,Maize,Alluvial_Loam,7.1,162,2.2,60.2,30.1,585
1813,Assam,2003,Jute,Alluvial_Clay,5.8,105,1.8,35.5,25.3,1345
1814,HP,2004,Apple,Mountain_Soil,6,185,3.6,178,28.2,785
1815,Odisha,2005,Rice,Red_Yellow,6.3,145,2.3,44.8,22.4,1465
1816,Telangana,2006,Turmeric,Black_Soil,7.5,175,2.7,75.8,19.3,1135
1817,Punjab,2007,Mustard,Alluvial_Soil,7.3,155,2,32.2,31.5,485
1818,Haryana,2008,Wheat,Alluvial_Soil,7.2,222,3.4,67.5,24.9,1015
1819,UP,2009,Potato,Alluvial_Loam,6.9,255,4.1,340,26.1,665
1820,Maharashtra,2010,Jowar,Regur_Soil,7.7,95,1.3,24.5,23.4,1565
1821,Karnataka,2011,Tobacco,Red_Loamy,6.5,172,2.3,27.2,21.1,885
1822,WB,2012,Tea,Acidic_Alluvial,5.3,192,2.9,38.2,29.2,1225
1823,AP,2013,Chillies,Black_Soil,7.6,162,2.2,31.2,25.5,985
1824,Kerala,2014,Pepper,Red_Loam,5.5,85,1.1,16.5,27.6,1415
1825,Bihar,2015,Gram,Alluvial_Soil,7.1,122,1.7,24.2,18.2,755
1826,Assam,2016,Rubber,Forest_Soil,5.4,112,1.5,23.2,30.5,475
1827,HP,2017,Potato,Mountain_Soil,5.9,188,3.3,290,24.3,1145
1828,J_K,2018,Saffron,Karewa_Soil,7.8,65,0.9,0.2,26.9,1315
1829,Odisha,2019,Sugarcane,Coastal_Alluvial,6.8,212,3.7,840,22.1,925
1830,Telangana,2020,Soybean,Black_Soil,7.4,142,2.1,24.8,20.1,1535
1831,Chhattisgarh,2021,Pulses,Red_Yellow_Soil,6.1,115,1.6,19.8,28.4,625
1832,Jharkhand,2022,Potato,Red_Loamy,6.4,165,2.3,252,25.2,1075
1833,Punjab,2023,Rice,Alluvial_Soil,7.2,235,3.6,63.8,23.1,1405
1834,Haryana,2024,Mustard,Sandy_Loam,7.6,165,2.4,34.8,31.3,385
1835,Rajasthan,2025,Bajra,Sandy_Desert,8.3,85,1.2,21.2,19.5,1255
1836,UP,2026,Wheat,Alluvial_Soil,7.1,245,3.8,70.8,27.1,865
1837,Gujarat,2000,Cotton,Black_Soil,7.8,152,1.9,32.2,24.4,1185
1838,Maharashtra,2001,Sugarcane,Deep_Black,7.9,265,4.2,970,22.2,955
1839,Karnataka,2002,Tobacco,Red_Loamy,6.6,182,2.6,30.8,28.8,555
1840,WB,2003,Jute,New_Alluvial,6.3,132,1.9,45.8,21.3,1455
1841,TN,2004,Groundnut,Coastal_Sandy,6.8,142,1.8,35.2,25.1,1035
1842,Bihar,2005,Maize,Alluvial_Loam,7.1,165,2.4,64.8,23.9,1315
1843,Kerala,2006,Cardamom,Forest_Soil,5.2,62,1,7.5,18.2,1105
1844,Assam,2007,Rice,Alluvial_Clay,5.7,148,2.2,46.8,30.2,455
1845,HP,2008,Wheat,Alluvial_Soil,7.2,172,2.5,55.2,24.4,1185
1846,AP,2009,Cotton,Black_Soil,7.6,152,2.1,32.5,26.6,855
1847,Odisha,2010,Rice,Red_Yellow,6.3,158,2.3,49.5,22.2,1445
1848,Telangana,2011,Turmeric,Black_Soil,7.4,195,3,78.2,28.4,595
1849,Punjab,2012,Wheat,Alluvial_Soil,7.3,232,3.7,73.5,19.1,1245
1850,Haryana,2013,Rice,Alluvial_Soil,7.1,222,3.3,64.2,31.2,385
1851,Rajasthan,2014,Mustard,Sandy_Arid,7.8,148,1.9,39.2,23.5,1415
1852,UP,2015,Sugarcane,Alluvial_Soil,6.8,262,4.5,998,25.1,1065
1853,Gujarat,2016,Castor,Sandy_Loam,7.6,138,1.7,44.5,28.7,645
1854,Maharashtra,2017,Cotton,Black_Regur,7.9,162,2,34.5,20.2,1535
1855,Karnataka,2018,Maize,Red_Loam,6.4,175,2.6,61.2,22.3,905
1856,WB,2019,Jute,New_Alluvial,6.3,142,1.9,49.5,26.2,1295
1857,TN,2020,Coconut,Coastal_Sandy,6.7,132,1.6,210,24.5,1135
1858,Bihar,2021,Maize,Alluvial_Loam,7.1,172,2.4,69.2,30.1,455
1859,Kerala,2022,Coffee,Laterite_Soil,5.4,112,1.5,23.5,18.4,755
1860,HP,2023,Apple,Mountain_Soil,6.1,202,3.1,202,27.1,1445
1861,Assam,2024,Rice,Alluvial_Clay,5.8,152,2.2,50.5,25.6,985
1862,Punjab,2025,Rice,Alluvial_Soil,7.1,242,3.8,67.8,29.2,1205
1863,Haryana,2026,Cotton,Sandy_Loam,7.7,162,2.4,40.5,21.3,875
1864,Rajasthan,2000,Guar,Sandy_Desert,8.4,88,1.3,27.5,23.1,1545
1865,UP,2001,Wheat,Alluvial_Soil,7.1,252,4,74.2,26.8,665
1866,Gujarat,2002,Groundnut,Sandy_Loam,7.3,148,2,41.5,24.1,1035
1867,Maharashtra,2003,Sugarcane,Deep_Black,7.9,272,4.7,972,31.9,505
1868,MP,2004,Gram,Black_Soil,7.5,142,1.9,31.8,19.2,1145
1869,WB,2005,Jute,Deltaic_Alluvial,6.3,145,1.8,43.8,22.5,1495
1870,AP,2006,Chillies,Black_Soil,7.5,165,2.4,35.5,28.2,785
1871,Karnataka,2007,Ragi,Red_Loamy,6.2,132,1.7,41.5,25.1,1335
1872,TN,2008,Coconut,Coastal_Sandy,6.7,135,1.9,185,30.3,605
1873,Kerala,2009,Tea,Laterite_Soil,5.2,202,3.2,43.5,20.5,955
1874,Bihar,2010,Maize,Alluvial_Soil,7,152,2.3,47.8,24.4,1185
1875,Assam,2011,Tea,Acidic_Alluvial,4.9,212,3.5,39.5,27.2,735
1876,HP,2012,Apple,Mountain_Soil,6,205,3.3,178,21.7,1585
1877,Odisha,2013,Rice,Red_Yellow,6.3,162,2.2,49.5,32.5,395
1878,Chhattisgarh,2014,Soybean,Red_Soil,6.2,148,2,30.5,17.1,1075
1879,Telangana,2015,Cotton,Black_Soil,7.6,172,2.4,33.5,23.1,1295
1880,Uttarakhand,2016,Basmati_Rice,Loamy_Soil,6.6,182,2.6,47.5,25.6,935
1881,Jharkhand,2017,Pulses,Red_Soil,6.3,122,1.5,23.2,28.1,525
1882,Punjab,2018,Mustard,Alluvial_Soil,7.2,165,2.3,36.5,19.1,1635
1883,Gujarat,2019,Castor,Sandy_Loam,7.5,152,2.1,41.5,22.4,1315
1884,Haryana,2020,Wheat,Alluvial_Soil,7.3,235,3.5,72.2,26.1,765
1885,UP,2021,Sugarcane,Alluvial_Loam,6.9,282,4.7,975,24.1,1145
1886,WB,2022,Rice,Clayey_Alluvial,5.9,178,2.7,60.2,31.2,445
1887,Maharashtra,2023,Cotton,Deep_Black,7.7,162,2.3,35.5,18.2,1035
